,PMID,First Author,Title,N,Disease,Intervention,Total Fibers [g],Fiber Type,Duration [weeks],Arms,Crossover,Country,Region,Data Availability,Metadata Availability,Filter,Notes,DOI
321,34257649,WangX_2021,Dietary Supplementation with Inulin Modulates the Gut Microbiota and Improves Insulin Sensitivity in Prediabetes,49.0,Prediabetes,Inulin,15.0,,24.0,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1155/2021/5579369
371,35185786,WangX_2022,High-Fiber Diet or Combined With Acarbose Alleviates Heterogeneous Phenotypes of Polycystic Ovary Syndrome by Regulating Gut Microbiota,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.3389/fendo.2021.806331
674,39987558,WangX_2025,Carbon dioxide enhances Akkermansia muciniphila fitness and anti-obesity efficacy in high-fat diet mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1093/ismejo/wraf034
692,40346662,WangX_2025,A single-cell transcriptomic atlas of all cell types in the brain of 5xFAD Alzheimer mice in response to dietary inulin supplementation,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1186/s12915-025-02230-x
513,37786251,WangY_2023,Diet and gut microbial associations in irritable bowel syndrome according to disease subtype,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1080/19490976.2023.2262130
562,38613022,WangY_2024,"Swapping White for High-Fibre Bread Increases Faecal Abundance of Short-Chain Fatty Acid-Producing Bacteria and Microbiome Diversity: A Randomized, Controlled, Decentralized Trial",22.0,NO,Barley bread,40.0,,2.0,2.0,YES,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/nu16070989
594,39008559,WangY_2024,"Dietary Acculturation Is Associated With Altered Gut Microbiome, Circulating Metabolites, and Cardiovascular Disease Risk in US Hispanics and Latinos: Results From HCHS/SOL",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1161/CIRCULATIONAHA.124.069824
173,30876827,WanY_2020,"Unconjugated and secondary bile acid profiles in response to higher-fat, lower-carbohydrate diet and associated with related gut microbiota: A 6-month randomized controlled-feeding trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.clnu.2019.02.037
288,33579683,WardaAK_2021,A postbiotic consisting of heat-treated lactobacilli has a bifidogenic effect in pure culture and in human fermented faecal communities,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1128/AEM.02459-20
320,34256014,WastykHC_2021,Gut-microbiota-targeted diets modulate human immune status,36.0,NO,High Fiber,20.0,General Fibers,18.0,2.0,NO,USA,North America,PRJNA743361,YES,Y,Shotgun,https://doi.org/10.1016/j.cell.2021619
574,38735707,WatanabeH_2024,Changes in intestinal microbiota and biochemical parameters in patients with inflammatory bowel disease and irritable bowel syndrome induced by the prolonged addition of soluble fibers to usual drug therapy,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.2152/jmi.71.121
207,31680713,WatsonAW_2019,"Changes in stool frequency following chicory inulin consumption, and effects on stool consistency, quality of life and composition of gut microbiota",30.0,NO,Inulin,10.0,,5.0,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.foodhyd.2019.06.006
274,33151059,WengCY_2020,Rapid Quantification of Gut Microbial Short-Chain Fatty Acids by pDART-MS,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1021/acs.analchem.0c03862
294,33684031,WesenerDA_2021,Microbiota functional activity biosensors for characterizing nutrient metabolism in vivo,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.7554/eLife.64478
355,34910161,WilliamsCJ_2022,"Oligofructose-Enriched Inulin Intake, Gut Microbiome Characteristics, and the V̇O2 Peak Response to High-Intensity Interval Training in Healthy Inactive Adults",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1093/jn/nxab426
658,39779854,WonTH_2025,Host metabolism balances microbial regulation of bile acid signalling,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/s41586-024-08379-9
436,36230460,WróblewskaP_2022,Effect of Oat Hull as a Source of Insoluble Dietary Fibre on Changes in the Microbial Status of Gastrointestinal Tract in Broiler Chickens,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/ani12192721
195,31417546,WuC_2019,Modulation of Gut Microbiota by Low Methoxyl Pectin Attenuates Type 1 Diabetes in Non-obese Diabetic Mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3389/fimmu.2019.01733
631,39378879,WuG_2024,A core microbiome signature as an indicator of health,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.cell.2024.09.019
6,21885731,WuGD_2011,Linking long-term dietary patterns with gut microbial enterotypes,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1126/science.1208344
354,34888663,WuKC_2022,Prebiotic to Improve Calcium Absorption in Postmenopausal Women After Gastric Bypass: A Randomized Controlled Trial,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1210/clinem/dgab883
703,40470242,WulczynskiM_2025,Small intestinal microbial fiber metabolism dysfunction in celiac disease,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.21203/rs.3.rs-6572358/v1
664,39843443,WuX_2025,A legume-enriched diet improves metabolic health in prediabetes mediated through gut microbiome: a randomized controlled trial,,,,,,,,,,,,,N,Metadata not clear,https://doi.org/10.1038/s41467-025-56084-6
450,36642358,XieQ_2023,The high dose of inulin exacerbated food allergy through the excess accumulation of short-chain fatty acids in a BABL/c mouse model,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.ijbiomac.2023.123234
462,36855809,XiongQ_2023,The Effect of Inulin-Type Fructans on Plasma Trimethylamine N-Oxide Levels in Peritoneal Dialysis Patients: A Randomized Crossover Trial,22.0,Peritoneal dialysis,10g inulin type fructans -> maltodextrin,,,9.0,2.0,YES,,,Requested,NO,N,Data Not Available,https://doi.org/10.1002/mnfr.202200531
310,34090773,XueY_2021,The effect of dietary fiber (oat bran) supplement on blood pressure in patients with essential hypertension: A randomized controlled trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.numecd.2021.04.013
45,25623312,XuL_2014,[Clinical benefits after soluble dietary fiber supplementation: a randomized clinical trial in adults with slow-transit constipation],,,,,,,,,,,,,N,Data Not Available,https://doi.org/
196,31480207,XuS_2019,Microbial Mechanistic Insights into the Role of Sweet Potato Vine on Improving Health in Chinese Meishan Gilt Model,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/ani9090632
28,24711120,YamadaT_2015,Rapid and Sustained Long-Term Decrease of Fecal Short-Chain Fatty Acids in Critically Ill Patients With Systemic Inflammatory Response Syndrome,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1177/0148607114529596
81,28166278,YamashiroK_2017,Gut dysbiosis is associated with metabolism and systemic inflammation in patients with ischemic stroke,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1371/journal.pone.0171521
404,35611116,YanckelloLM_2022,Inulin Supplementation Mitigates Gut Dysbiosis and Brain Impairment Induced by Mild Traumatic Brain Injury during Chronic Phase,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.33696/immunology.4.132
455,36756543,YanckelloLM_2022,"Inulin supplementation prior to mild traumatic brain injury mitigates gut dysbiosis, and brain vascular and white matter deficits in mice",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3389/frmbi.2022.986951
545,38342528,YangD_2024,Prevention of high-fat-diet-induced obesity in mice by soluble dietary fiber from fermented and unfermented millet bran,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.foodres.2024.113974
58,26731528,YangJ_2016,Disparate Metabolic Responses in Mice Fed a High-Fat Diet Supplemented with Maize-Derived Non-Digestible Feruloylated Oligo- and Polysaccharides Are Linked to Changes in the Gut Microbiota,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1371/journal.pone.0146144
351,34836220,YangJ_2021,Effect of Standardized Grape Powder Consumption on the Gut Microbiome of Healthy Subjects: A Pilot Study,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu13113965
620,39286985,YangJ_2024,"Prebiotics improve frailty status in community-dwelling older individuals in a double-blind, randomized, controlled trial",51.0,Frailty,Inulin,15.0,,,,,,,,,N,Data Not Available,https://doi.org/10.1172/JCI176507
571,38701375,YangN_2024,The synergistic impact of probiotics and dietary fiber on constipation management in chlorpromazine-induced schizophrenia patients: exploring the modulation of intestinal microbiota and neurotrophic factors,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1080/00207454.2024.2352023
61,26848026,YanH_2017,"Effects of dietary resistant starch content on metabolic status, milk composition, and microbial profiling in lactating sows and on offspring performance",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1111/jpn.12440
467,36925041,YaoM_2023,Soluble dietary fiber from Prunus persica dregs alleviates gut microbiota dysfunction through lead excretion,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.fct.2023.113725
198,31509971,YasukawaZ_2019,"Effect of Repeated Consumption of Partially Hydrolyzed Guar Gum on Fecal Characteristics and Gut Microbiota: A Randomized, Double-Blind, Placebo-Controlled, and Parallel-Group Clinical Trial",44.0,NO,Partially hydrolyzed guar gum,,,,,,,,,,N,Data Not Available,https://doi.org/10.3390/nu11092170
606,39131148,YeohBS_2023,Metastatic Colon Cancer in an Individual Following Prolonged Daily Inulin Consumption,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.gastha.2023.12.003
521,37931372,YeruvaL_2023,"Human milk miRNAs associate to maternal dietary nutrients, milk microbiota, infant gut microbiota and growth",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.clnu.2023.10.011
524,37986462,YinP_2023,Response differences of gut microbiota in oligofructose and inulin are determined by the initial gut Bacteroides/Bifidobacterium ratios,13.0,NO,Inulin vs Oligofructose,,,4.0,2.0,YES,,,,,N,Data Not Available,https://doi.org/10.1016/j.foodres.2023.113598
317,34200105,YoonLS_2021,Characterizing the Effects of Calcium and Prebiotic Fiber on Human Gut Microbiota Composition and Function Using a Randomized Crossover Design-A Feasibility Study,12.0,NO,Inulin,15.0,,4.0,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/nu13061937
275,33171846,YuH_2020,Relationship between Dietary Fiber Intake and the Prognosis of Amytrophic Lateral Sclerosis in Korea,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.3390/nu12113420
255,32679183,YuL_2020,"Butyrate, but not propionate, reverses maternal diet-induced neurocognitive deficits in offspring",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.phrs.2020.105082
668,39866654,YuXL_2025,Role of nutrition in diabetes mellitus and infections,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.12998/wjcc.v13.i3.94389
330,34376241,ZanattaCAR_2021,Intervention with inulin prior to and during sanative therapy to further support periodontal health: study protocol for a randomized controlled trial,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1186/s13063-021-05504-1
118,29346509,ZhangJ_2018,A distance-based approach for testing the mediation effect of the human microbiome,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1093/bioinformatics/bty014
174,30894560,ZhangL_2019,Metabolic phenotypes and the gut microbiota in response to dietary resistant starch type 2 in normal-weight subjects: a randomized crossover trial,19.0,NO,RS2,40.0,,,,,,,,,N,Data Not Available,https://doi.org/10.1038/s41598-018-38216-9
103,28870713,ZhangS_2017,Dietary pomegranate extract and inulin affect gut microbiome differentially in mice fed an obesogenic diet,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.anaerobe.2017.08.017
296,33754054,ZhangSL_2021,Pectin supplement significantly enhanced the anti-PD-1 efficacy in tumor-bearing mice humanized with gut microbiota from patients with colorectal cancer,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.7150/thno.54476
121,29441452,ZhangX_2018,Long-term follow-up of the effects of fecal microbiota transplantation in combination with soluble dietary fiber as a therapeutic regimen in slow transit constipation,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1007/s11427-017-9229-1
402,35593392,ZhangX_2022,Anti-obesity effects of Laminaria japonica fucoidan in high-fat diet-fed mice vary with the gut microbiota structure,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1039/d2fo00480a
570,38685731,ZhangZ_2024,Recipient microbiome-related features predicting metabolic improvement following fecal microbiota transplantation in adults with severe obesity and metabolic syndrome: a secondary analysis of a phase 2 clinical trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1080/19490976.2024.2345134
122,29590046,ZhaoL_2018,Gut bacteria selectively promoted by dietary fibers alleviate type 2 diabetes,,,Whole grain + probiotics vs Refine DIET,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1126/science.aao5774
654,39732758,ZhaoY_2024,Randomized controlled trial protocol to analyze the effects of rice with different contents of resistant starch on chronic constipation,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1038/s41598-024-82346-2
147,30278071,ZhengW_2018,Dietary or supplemental fermentable fiber intake reduces the presence of Clostridium XI in mouse intestinal microbiota: The importance of higher fecal bacterial load and density,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1371/journal.pone.0205055
114,29204137,ZhouP_2017,Microbial Mechanistic Insight into the Role of Inulin in Improving Maternal Health in a Pregnant Sow Model,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3389/fmicb.2017.02242
689,40264750,ZhouX_2025,Association between dietary index for gut microbiota and chronic kidney disease: A cross-sectional study from U.S. population,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.pmedr.2025.103060
657,39776845,ZhuangL_2024,Fecal microbiota transplantation in severe pneumonia: a case report on overcoming pan-drug resistant Klebsiella pneumoniae infection,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fmed.2024.1451751
202,31556210,ZhuangM_2019,Abundance of Probiotics and Butyrate-Production Microbiome Manages Constipation via Short-Chain Fatty Acids Production and Hormones Secretion,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1002/mnfr.201801187
235,32330749,ZhuC_2020,Human gut microbiome composition and tryptophan metabolites were changed differently by fast food and Mediterranean diet in 4 days: a pilot study,10.0,NO,Mediterranean DIET,,,0.571428571428571,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.nutres.2020.03.005
531,38072647,ZhuL_2024,"Effect of Fiber-Rich Diet and Rope Skipping on Memory, Executive Function, and Gut Microbiota in Young Adults: A Randomized Controlled Trial",30.0,27,High Fiber,20.0,,12.0,,,,,,,N,Data Not Available,https://doi.org/10.1002/mnfr.202300673
249,32600501,ZhuoY_2021,Gut microbial metabolism of dietary fibre protects against high energy feeding induced ovarian follicular atresia in a pig model,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1017/S0007114520002378
374,35235771,ZitvogelL_2022,Modulation of cancer immunotherapy by dietary fibers and over-the-counter probiotics,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.cmet.2022.02.004
416,35844801,ZuoK_2022,Commensal microbe-derived SCFA alleviates atrial fibrillation via GPR43/NLRP3 signaling,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.7150/ijbs.70644
,41011400,InoueR_2025,Effects of Dietary Fiber Supplementation on Gut Microbiota and Bowel Function in Healthy Adults: A Randomized Controlled Trial,52,NO,High Fiber,8.2,General Fibers,4,2,NO,Japan,Asia,PRJNA1300638,YES,Y,16s,https://doi.org/10.3390/microorganisms13092068
